Review,Polarity
"Skenar i dëbët, me kalime nga një vend në një tjetër pa asnjë kuptim. ",0
E shoh në krishtlindje. Përmbledh gjërat me vlerë në jetë dhe si të jeshë i mençur dhe me fat për të vendosur.,1
Më pëlqeu shumë! U mahnita nga aktrimi i përkryer.,1
Gjithkush e kupton që skenari është i keq. E pabesueshme që është parë tej mase. ,0
"Histori interesante, por e trishtë në fund. Filmi është argëtues dhe ia vlen të shihet. ",1
Një nga filmat më argëtues të viteve ‘90,1
Efekte pamore shumë të dobëta. Kanë qenë më të mira në vitet ‘30. Shpërdorim parash. ,0
Duhet shmangur me çdo kusht. Një nga filmat më të shpifur që kam parë ndër vite. ,0
i fryrë dhe pa përmbajtje.,0
Film horror që të bën për vete. Skenari është imagjinar por shumë interesant dhe i besueshëm. Dialogjet me nivel. ,1
Skenar qesharak nga fillimi në fund. Aktrim i dobët dhe efekte artificiale që nuk ndihmojnë. ,0
Histori interesante e sjellë si një aventurë dhe aksion. Regji dhe aktrim i shkëlqyer që mbështeten nga efekte të realizuara mirë. ,1
Pse nuk ka më filma si ky?! Film i papërsëritshëm aksion dhe me arte marciale. ,1
Dhunë e neveritshme. Film i bazuar te hakmarrja që shfaq shumë dhunë ndaj grave. ,0
Për mua ky film ngelet një nga më të mirët e të gjitha kohërave. Kryevepër e papërsëritshme. ,1
Nuk do shpenzoja asnjë qindarkë për këtë.,0
Kryevepër! E gjithë merita e regjisorit.,1
Film i thjeshtë në një mënyrë idiote. Jep një pamje shumë naive të problemeve shoqërore. ,0
Shumë autentik. E shfaq historinë dhe kulturën e amerikës në mënyrë realiste. ,1
Të mban kurioz deri në fund! Duhet parë veçanërisht për historinë dhe dialogjet. Ka disa gabime gjithsesi. ,1
Film i shkëlqyer! Histori dashurie që tejkalon pozitat.,1
"Fillimi është i mirë, por fundi zhgënjyes. Realizim i dobët që nuk mund të krahasohet me versionin e mëparshëm. ",0
E adhuroj këtë film për shumë arsye. ,1
Film i shkëlqyer. Portretizon mbijetesën në xhungël. ,1
Për mua ky është filmi më i bukur i të gjitha kohërave. Film që të emocionon dhe të jep mesazhe të paharrueshme. ,1
Ky film është stresues në vend që të jetë argëtues. Nuk duhet parë as nga fëmijët as nga të rriturit. ,0
Një nga filmat më të bukur me temë historike që kam parë. Aktrim i shkëlqyer dhe efekte speciale të mrekullueshme.,1
Thjeshtësi që të bën për vete. Aksion dhe aventurë interesante që të mban kurioz deri në fund. ,1
Ky film më pëlqen shumë. Kam parë shumë të tillë në fëmijëri.,1
Aspak argëtues. Nuk është as gazmor dhe nuk ngjall kuriozitet. Hiq efektet speciale të mira dhe nuk ngelet asgjë. ,0
Film me mesazhe të rrezikshme të fshehura mirë nëpërmjet muzikës së ndjeshme ,0
Tensionues dhe intrigues. Përmban një raport të duhur të aksionit gjithashtu. ia vlen ta shihni. ,1
Humbje kohe! Fundi absurd dhe fare pa kuptim. Nuk ia vlen. ,0
Skenar i dobët. Edhe aktrimi i dobët. Personazhe me theks të keq që nuk ngjallin emocione. ,0
Skenar që çalon në shumë pika. Realizimi është i keq dhe pa vlerë. ,0
"Ky film është i shkëlqyer, me skenar shumë interesant. ",1
Nuk ia flen fare. Mos humbisni kohë!,0
Niveli më i ulët i filmave Western. Skenar absurd dhe zhvillim i ngadaltë i ngjarjeve. ,0
Aspak origjinal. Shumë gabime historike që e zbehin interesin për këtë film,0
Shmangeni me çdo kusht. Personash aspak realist që më zhgënjeu komplet. ,0
Qesharak dhe aspak realist. Mbrëmje e çuar dëm. ,0
Melodramë e paparë! Aktrime mjeshtërore në një film të mrekullueshëm nga fillimi në fund. ,1
Filmi më i bukur me arte marciale! Regjia e shkëlqyer. ,1
Kryevepër në çdo aspekt. Dialogje dhe mesazhe të pavdekshme. Realizim i papërsëritshëm. ,1
Aksion i bukur me aktrim dhe regji të shkëlqyer. Të mban të mbërthyer para ekranit. ,1
"Zhvillimi i personazheve është mbreslënës, përgjatë historisë shumë interesante. ",1
"Histori shumë interesante, emocione pa fund, efekte të shkëlqyera.",1
Tmerrësisht i mërzitshëm. E humba kuriozitetin dhe interesin që pas 10 minutave të para. ,0
Skenar u ulët dhe i mërzitshëm. Skenat aksion janë të shtirura. ,0
Argëtim i garantuar. Skenat aksion të përkryera,1
Horror qesharak me skenar të parashikueshëm dhe aspak interesant. Humbje kohe. ,0
Aksion i klasit të lartë në vitet ‘90.,1
Propagandë e hidhur fetare,0
Film i bukur me aksion dhe dramë. Efektet grafike janë të një niveli të lartë. Muzika jo ndonjë kushedi. ,1
Portretizim i heroit që nuk dorëzohet. Film frymëzues dhe interesant i luajtur bukur. ,1
Plot me aventura. E rekomandoj!,1
Aspak gaztor. Nuk i arrin pritshmëritë.  ,0
Një nga aktrimet më të dobëta. S’ka gjë më të keqe se theksi i dobët i aktorëve. ,0
"Fyes në çdo drejtim. i nxjerr britanikët si djaj. Ka dialogje të mira dhe muzikë të bukur, por në tërësi nuk ia vlen. ",0
"Dhunë e paarsyeshme, personazhe të papëlqyeshëm, histori e mërzitshme. ",0
Film i pakuptimtë. Zhinxhir ngjarjesh të dhunshme dhe skenash dekadente që të mërzisin. ,0
"Çova dëm 2 orë me këtë film. Nuk ia vlen fare. Fillimi është interesant dhe krijon shpresa për histori të bukur, por vazhdimi është zhgënjyes. ",0
Shpërdorim fondesh për një film mediokër. Skenar idiot që nuk të ngjall emocione. ,0
Një nga filmat më të mirë të realizuar ndonjëherë. Nuk ka asnjë të metë. ,1
Sapo e sheh këtë film e kupton që është kryevepër. ,1
Një nga filmat më të dobët që kam parë prej shumë kohësh. Skenari për faqe të zezë. ,0
Pompozitet i pashembullt. Propagandë e paraqitur në mënyrë të shëmtuar. ,0
Një nga filmat më kot të realizuar ndonjëherë. Mërzitës!,0
Film që të mbërthen para televizorit. Magjeps dhe ngre pikëpyetje të shumta rreth fajit dhe hakmarrjes.,1
Tre orë janë shumë për çdo film. Ky film ka regji të dobët. Dialogjet janë të bukura por asgjë tjetër. ,0
Shumë i mërzitshëm. Hakmarrje qesharake. ,0
Aktrim qesharak dhe histori mediokre. Nuk ia vlen.,0
"Gjithçka e realizuar mjaft mirë, skenat, personazhet, dialogjet. Film që të risjell në humor. ",1
Skenar absurd dhe pa asnjë bazë. Film fantastiko-shkencor i mërzitshëm dhe i realizuar dobët. ,0
Dhunë e pakuptimtë që nuk duhet parë nga fëmijët. Si mund të jetë ky film për krishtlindje?!,0
Aktorët janë kombinuar shumë mirë. Dialogjet dhe skenat janë realizuar shkëlqyeshëm. ,1
Gjithçka e shkëlqyer në këtë film. Aktrim i mrekullueshëm që e bën filmin interesant dhe argëtues. ,1
"Vetëm budallallëqe shfaq ky film. Skenar idiot, aktrim i dobët dhe dialogje koti. ",0
Falsifikim i turpshëm! Ngjarjet aspak të vërteta.,0
Skenari është qesharak dhe i parashikueshëm. ,0
Film që të mbërthen para ekranit për 3 orë. Kryevepër në çdo aspekt. Duhet ta shihni patjetër. ,1
Zhgënjim i plotë. Shpërdorim fondesh dhe kohe. Nuk ia vlen.,0
Regji shumë e mirë. Edhe aktrimi i shkëlqyer. Histori që ngjall kuriozitet për ta parë deri në fund. ,1
Merita të regjisorit. Muzika e papërsëritshme. ,1
Film me aktrim dhe regji të shkëlqyer që të mbërthen me emocione dhe kuriozitet deri në fund,1
"Skenar tipik i filmave aksion. Aktrimi i shkëlqyer, po ashtu edhe efektet. ",1
"Më duket shumë i mbiçmuar ky film. Është mesatar, për të mos thënë mediokër. Ka dialogje të mira, por efektet janë të dobëta. ",0
"Një kryevepër me bazë hakmarrjen, me regji dhe aktrim të shkëlqyer. Muzika e papërsëritshme. ",1
Histori interesante dhe shumë argëtuese. Aventurë dhe aksion me efekte speciale të besueshme.,1
Mediokritet nga fillimi në fund. Dialogje të varfëra dhe aktrim i dobët. ,0
"Histori realiste mesjetare me humor të hollë, aktrim të mirë dhe efekte speciale të bukura. ia vlen si për fëmijë edhe për të rritur. ",1
Film i neveritshëm. ,0
Filmi më i keq që kam parë! Më i dobëti i shekullit. ,0
Komedi e shkëlqyer! Mund ta shohësh dhjetra herë dhe nuk të mërzitet. ,1
"Skena të lidhura keq me njëra-tjetrën, në një film që nuk ngjall asnjë emocion.",0
Film i mrekullueshëm që nuk duhet ta humbisni. Historia vjen në përmirësim nga fillimi në fund. ,1
"Aventura interesante, peizashe të bukura, romancë dhe çdo gjë tjetër që mund të shijohet si nga të rriturit edhe nga fëmijët. ",1
Një kryevepër e regjisorit. Çdo dialog e skenë është fantastike. ,1
Një nga komeditë më të bukura të të gjitha kohërave. Skenar dhe aktrim gjenial.,1
Një nga filmat më të mirë të të gjitha kohërave. Arte marciale dhe aksion i papërsëritshëm. ,1
Aksion pa fund. Regji dhe aktorë të mrekullueshëm. ,1
Filmi më i mirë me gjarpërinj. Shijojeni!,1
Tallje me kinematografinë! Skenar qesharak dhe film pa vlera. ,0
Film që të emocionon. Aktorë të shkëlqyer që kanë dhënë më të mirën e tyre. Përcillen mesazhe të bukura.,1
Qesharak! E pashë këtë film me instruktorin e alpinizmit dhe atij iu duk komplet qesharak. ,0
Kryevepër! Ky film është i mrekullueshëm. Të gjitha skenat janë realizuar shkëlqyeshëm. ,1
Film i mërzitshëm dhe aspak bindës. E humba komplet interesin për ta parë. ,0
Racizëm amerikan. Ngjall urrejtje dhe paragjykime.,0
Film kryevepër. Aktrim i shkëlqyer dhe skenar që i afrohet shumë ngjarjeve reale të historisë. ,1
Histori interesante dhe aktrim profesional. Duhet ta shikoni!,1
Skenat e natyrës ekzotike janë të shkëlqyera. Film i realizuar shumë mirë. ,1
Asnjë film tjetër nuk mund të krahasohet me këtë. Përbën një gjini më vete dhe të tërheq sa herë e sheh. ,1
Film idiot që çalon në çdo drejtim. Skenar qesharak që nuk e besojnë as kalamajtë. ,0
Melodramë aksion e shkëlqyer! Duhet ta shihni.,1
Një risjellje e dobët e origjinalit. Më shumë gjak dhe dhunë nuk kanë sjellë asgjë interesante. ,0
Film i shkëlqyer me arte marciale. Duhet ta shihni.,1
Mediokritet i mbiçmuar. Film i mërzitshëm me shumë gabime. ,0
interesant! Ky film më frymëzoi të shkoj në pyjet tropikale. ,1
Melodramë dhe aksion i shkëlqyer. Ka aktorë të mrekullueshëm. ,1
Realizim autentik me aktrim të shkëlqyer. Efektet speciale janë realizuar mirë dhe shfaqen mëse të besueshme. ,1
Aktrim i dobët dhe pasaktësi të shumta historike. Muzika e bukur ishte e vetmja që më pëlqeu. ,0
"Dielogje që mbahen mend, skena të realizuara bukur, aktorët fantastikë! Ky film është shumë argëtues. ",1
Skenat e dyluftimeve janë të realizuara mirë! Historia dhe karakteret gjithashtu!,1
"Regji e dobët, aktrim i dobët, muzikë koti. Nuk ia vlen. ",0
"Një film i përkryer. Romancë e ndjerë dhe e sinqertë, me aktrim të shkëlqyer. ",1
"Histori tërheqëse që të bën për vete dhe të mbërthen para ekranit. Realizim që pavarësisht se devijon nga historia e vërtet, të argëton.",1
Film qesharak por shumë i mbiçmuar. Histori aspak bindëse e mbushur me efekte speciale. ,0
Pse xhirohen filma të tillë?! Asgjë origjinale. Shumë i mërzitshëm. ,0
Filmi më i keq për të cilin kam shpenzuar para. ,0
Film i keq në çdo cak të idiotsisë së vet. Gabime të pabesueshme në skenar dhe skena komplet qesharake. ,0
Film i paaritshëm sa i takon tensionit dhe horrorit. Muzika i përshtatet mjaft mirë secilës skenë. ,1
Problemi kryesor i këtij filmi është regjia e dobët. Varianti vizatimor i vitit 1967 është më i bukur. ,0
Skenar aspak realist dhe regji e dobët. Nuk ia vlen fare. ,0
Një nga filmat më të mirë me peshkaqen. Shumë argëtues. ,1
"Film i mërzitshëm. Skenar absurd dhe pa baza. Aktrimi jo i mirë. E vetmja gjë që më pëlqeu ishin efektet speciale, por nuk mjaftojnë. ",0
"Film aksion shumë i keq. Nuk prisja ndonjë histori interesante, por aktrimi dhe efektet janë të dobëta. ",0
Me shumë gabime teknike. Film i mërzitshëm. ,0
Aktrim i shkëlqyer. Komedia më e bukur për krishtlindje. ,1
Film britanik i mërzitshëm. Skenar dhe dialogje të dobëta.  ,0
"Film i realizuar bukur dhe me efekte grafike të shkëlqyera. Historia nuk është realiste, por kjo nuk do të thotë gjë. ",1
Ky është filmi më i bukur i të gjitha kohërave. E kam parë sa e sa herë. ,1
Skena të mërzitshme dhe të parashikueshme.,0
Mbetet një film i shkëlqyer edhe pas 30 vitesh. Nuk mbaj mend sa herë e kam parë. ,1
Dialogje shumë të bukura dhe aventurë interesante. i ka të gjitha brenda. ,1
"ishte në nivelin e pritshmërive. Pavarësisht se historia nuk është realiste, është realizuar bukur dhe ka aksion e efekte speciale. ",1
"Ndërthurje e dobët e komikes, fantastikes dhe aventurës. Nuk i arrin pritshmëritë. ",0
Një nga filmat më të dobët. Plot gabime dhe me efekte qesharake. Muzika e mire nuk e shpëton.,0
Filmi më i dobët i vitit 2007. Mos humbisni kohë. ,0
Shpërdorim i parave. Film i mërzitshëm. ,0
"Nuk është vlerësuar siç duhet. Ky film i përmbledh të gjitha, histori e bukur, aktrim i mirë dhe efekte të shkëlqyera. ",1
Film patetik. Zhgënjim i papërshkrueshëm. Mos e shikoni.,0
Film zhgënjyes dhe i mërzitshëm. Aktrimi nuk është në nivelin e duhur. ,0
Kryevepër që arrin ta shfaqë historinë në mënyrë realiste dhe epike njëkohësisht. ,1
Film i mërzitshëm. Nuk durohet nga fillimi në fund. ,0
Film i shkëlqyer që të bën për vete nga fillimi në fund. Nuk vdes asnjëherë. ,1
interesant dhe argëtues. Aksion i një niveli shumë të mirë. ,1
Më pëlqen ky film. Muzika shumë e bukur. Aktrimi gjithashtu.,1
Dështim në çdo drejtim. Mos humbisni kohë. ,0
"Film i shkëlqyer që ia vlen ta shihni, edhe nëse nuk jeni të dhënë pas historisë. ",1
Humbje kohe! Aktrim dhe regji e dobët. ,0
Zhgënjyes në kulm. Histori apokaliptike fare e pabesueshme. Realizim i dobët. ,0
"Theks i shtirur i aktorëve, dhunë e shtirur, skenar pa baza. Nuk ka agjë te ky film që mund të pëlqehet. ",0
Film i dobët në shumë aspekte. Skenari lë për të dëshiruar.,0
Kryevepër e trishtë që trajton temën e hakmarrjes dhe shpagimit. Ngjan me një poemë rreth jetës dhe vdekjes,1
Aktrim i dobët. Personazhet kryesore duken si adoleshentë nga sjelljet. Efektet speciale janë të dobëta.  ,0
Film epik rreth amerikës së lashtë. Historia të magjeps!,1
Theks i shtirur i një gjuetari gjarpërinjsh. Mos e shikoni këtë film se nuk ia vlen. ,0
Romancë e shtirur dhe pa kimi. Skenari i parashikueshëm nuk të bën kurioz ta shohësh deri në fund. ,0
Filmi më i keq që kam parë. Gabime të pafundme në skenar. Fyerje për inteligjencën e njerëzve. ,0
"Dialogje të shkëlqyera, aksion, dramë dhe aktrim mjeshtërore. ",1
"Ka disa dobësi, por historia mbetet tërheqëse. Edhe aktrimi dhe efektet speciale janë të mira. ",1
Histori e mrekullueshme dashurie. Film me ndikim të jashtëzakonshëm.,1
Aktrim i keq në majën e maleve. Të gjitha skenat janë të varfra.,0
"E adhuroj këtë film, edhe pasi e kam parë sa e sa herë. Skenat epike me aksion në beteja janë fantastike. ",1
Film aksion me aktrim të dobët. ,0
Film i mrekullueshëm që nuk duhet humbur. Shumë emocionues dhe me mesazhe të ngelen në mendje.,1
Nuk ka më filma si ky. Shumë argëtues. E rekomandoj!,1
Vetem fillimi disi interesant. Çdo gjë tjetër nuk ia vlen.,0
Mbeturinë e shitur tej mase. Filmi më i dobët që kam parë.,0
"Melodramë dhe aksion i shkëlqyer. Të mban kurioz gjithë kohës, nga fillimi në fund. ",1
Aktorë të mrekullueshëm dhe realizim fantastik. Film shumë argëtues që të mban para ekranit. Nuk do zhgënjeheni. ,1
Film i mërzitshëm dhe i realizuar dobët. Aktrimi dhe efektet speciale janë mediokre. ,0
Film pseudopoetik që nuk përcjell asgjë. Depresiv dhe aspak argëtues. ,0
"Dështim i plotë në skenar. Aktrim i dobët dhe dialogje mediokre. Efektet speciale janë të mira, por nuk mjaftojnë. ",0
Film aksion i përkryer! Histori interesante dhe aktrim i mrekullueshëm,1
Film patriotik i shpifur. Skenar i neveritshëm dhe pa lidhje. ,0
"Film i mrekullueshëm. Shumë emocionues. Aktrimi fantastik, e muzika gjithashtu. ",1
Shpërdorim i talentit të aktorëve. Dhunë e pakumptimtë që nuk përcjell asgjë. ,0
Aktrim i dobët dhe skenar qesharak. Efektet speciale lënë për të dëshiruar. ,0
Film i mrekullueshëm. Gjithkush duhet ta shohi. ,1
"Rasti tipiku ku etja për para krijon filma të shpifur si ky. Nuk ia vlen, pavarësisht se ka efekte speciale të mira. ",0
"Aksion i një niveli të lartë, me skenar fantastik.",1
Kryevepër aksion e pavlerësuar siç duhet. Plot me skena të paharrueshme. ,1
"Film i mrekullueshëm. Duhet parë, sidomos nga njerëzit e moshës 20 – 39 vjeç. ",1
Zhgënjim i madh. Film politik idiot ,0
Nuk ka lidhje fare me librin ku bazohet. Dy versionet e mëparshme janë realizuar më mirë. ,0
Film pa kuptim dhe aspak i besueshëm. Humbje kohe. ,0
"Në fillim isha skeptik, por doli një film shumë i mirë. Më habit fakti që është i shkëlqyer por jo shumë i njohur",1
U mahnita nga konceptimi dhe historia. Aksioni është fantastik. ,1
Skenat e dyluftimit duken më shumë si keç sesa si arte marciale. Film i dobët. ,0
"i dobët në të gjitha aspektet. Efektet speciale janë të mira, por ato nuk mund të japin një film të mirë. ",0
"Skenari i dobët, aktrimi po ashtu. Kohë e humbur. ",0
Kryevepër! Një nga filmat aksion më të mirë të të gjitha kohërave. ,1
E shoh këtë film çdo dhjetor pa u mërzitur asnjëherë. Komedi e pavdekshme!,1
Film klasik me përbindësha që të bën për vete. Ka tension dhe të tërheq ta shohësh deri në fund. ,1
Film që mund të shihet pa pushim. Nuk më është mërzitur asnjëherë. ,1
Pa dyshim një nga filmat fantastiko-shkencorë më të mirë. ,1
Film argëtues me batuta që të ngelen më mendje. Nuk duhet ta humbisni. ,1
Grafika kompjuterike është përdorur keq në këtë film tej mase të kushtueshëm. ,0
"Film disi depresiv dhe i errët, por i realizuar shumë bukur. Aktrim shumë i mirë që të bën për vete. ",1
E kam parë shumë herë dhe gjithnjë kam qeshur me të madhe. Komedi shumë gazmore!,1
Film me tension dhe emocione. Shpalos mesazh të fortë mbi raportin e njeriut me natyrën. ,1
Film i mbiçmuar dhe pa vlera. Të gjithë e njohin historinë. Pse duhet humbur kohë shtesë me këtë film,0
Një nga filmat më të bukur të arteve marciale të të gjitha kohërave! Trupë e shkëlqyer aktorësh.,1
Film i mrekullueshëm. Më mbërtheu kuriozitetin nga fillimi në fund. E rekomandoj për këdo. ,1
Humor i pastër dhe origjinal. Mos e humbisni.,1
Mos e shpërdoroni kohën! Ky film është më të dobëtit e realizuar. ,0
Nuk ka asgjë gazmore! Humbje kohe. Mos e shikoni!,0
Film i cekët dhe i realizuar keq. Larg nivelit të pritshmërive. ,0
Zkenar i zbrazët dhe qesharak. Aktrimi shumë i dobët. Nuk ia vlen. ,0
Film i padurueshëm. U lë të kuptojnë njerëzve se nëse nuk jeni familjarë nuk mund të jeni plotësisht të lumtur. ,0
"Aksion, aventurë, mister, komedi dhe gjithçka tjetër!",1
"Balancë e shkëlqyer e aksionit, aventurës dhe arteve marciale.",1
Nuk e besoj se si ka njerëz që e pëlqejnë këtë film. Nuk ia vlen. ,0
Aksion policor që të bën për vete. Aktrim dhe regji e shkëlqyer. Kostumet të realizuara bukur,1
Nuk është plotësisht i përshtatshëm për fëmijët për shkak të dhunës së tepërt. ,0
Romancë e cekët dhe e mërzitshme. Nuk ia vlen. ,0
"Një film shumë emocional, me efekte dhe muzikë të mrekullueshme. ",1
"Efekte grafike të shëlqyera dhe realizim i mirë i një historie interesante. Aksion i bukur, pavarësisht se ngjarjet janë nuk janë realiste",1
"Supozohet të jetë komedi, por nuk të bën as për të qeshur. Film i dobët. ",0
"Film fantastik që përfshin gjithçka, aventurë, komedi dhe të qeshura pa fund. ",1
Ngjarje e sajuar që zgjat shumë në kohë dhe bëhet e mërzitshme. Aktrimi është i mirë gjithsesi. ,0
Më pëlqeu shumë. Shfaq larmi ndjenjash dhe ia vlen. ,1
Film i dobët në çdo aspekt. Nuk ia vlen.,0
Filmat me bebe si ky nuk ia vlejnë. Janë të cekët dhe pa lidhje me realitetin,0
"Përmban gjithçka. Regji të shkëlqyer, aktrim mjeshtëror, muzikë të bukur, batuta të paharrueshme etj. ",1
Skenar i thjeshtë por interesant. Skenat aksion janë të realizuara bukur. E rekomandoj. ,1
Aktrim i shkëlqyer dhe skenar interesant. Film që duhet parë. ,1
"Plerë! Plot me prerje kokash, rrjepje, therje dhe dhunë mizore.",0
Një nga filmat më të suksesshëm të të gjitha kohërave. Aktrim i shkëlqyer.,1
"Ky film meriton vlerësim më të mirë. Regjia, muzika, aktrimi, çdo element i përsosur. ",1
Aspak interesant. Historia nuk të bën për vete dhe fundi është fare i rëndomtë. ,0
"Film me tension, horror, aksion dhe çdo gjë tjetër të sjell; magjishëm",1
Skenar interesant dhe aktrim i mirë. Film që të mban kurioz deri në fund. ,1
"Film argëtues nga mitologjia. Skena të realizuara mirë, megjithëse muzika e sfondit është e dobët. ",1
Një nga përçudnimet  më të këqija të historisë. Më pëlqyen dialogjet dhe mesazhet. Edhe muzika e bukur. Por nuk e rekomandoj. ,0
Trupa e aktorëve ka punuar shumë mirë. Film fantastiko-shkencor i mrekullueshëm. ,1
Aspak argëtues! Historia shumë e gabuar dhe e transformuar. ,0
Një kryevepër klasike. E kam parë sa e sa herë. ,1
"Histori me gabime, e realizuar me dhunë të tepruar dhe pa ngjallur kërshëri. ",0
Film i mbiçmuar pa asnjë meritë. Skena të cekëta dhe të parashikueshme. ,0
Film i shkëlqyer komik! Të qeshura pa mbarim. ,1
Histori prekëse rreth tejkalimit të vështirësive në jetë. Një film mahnitës. ,1
"Film i listës “duhet ta shoh para se të vdes”. Trajton temën e udhëheqësit të përkryer, të guximshëm, të drejtë. Film i pavdekshëm. ",1
Film për adoleshentët që sapo kanë nisur cigaren. Tragjedi e erët dhe patetike që nuk përcjell asgjë. ,0
Skena aksion të dobëta dhe aspak realiste. ,0
Film pa përmbajtje për 2 orë që zgjat. Aktrim mediokër i aktorëve kryesorë. ,0
Filmi aksion më i keq që kam parë. Shumë steriotipizime dhe aspak emocione. ,0
Film i shkëlqyer. ia rekomandoj gjithkujt. Në ditët e sotme vështirë se gjen filma me skenar të moralshëm si ky. ,1
Film shumë i gjatë dhe i mërzitshëm.,0
Film i pabesueshëm dhe i mërzitshëm. Askush nuk bindet që personazhi kryesor është një gjeni matematike. ,0
"Skenar i shkruar dobët, aktrim i keq dhe efekte koti. Një nga filmat më kot që kam parë. ",0
E kam parë këtë film që fëmijë dhe ende më pëlqen. Dyluftime shumë të bukura.,1
Një nga filmat më të mirë fantastiko-shkencorë dhe aksion një kohësisht. Një kryevepër e papërsëritshme. ,1
"Dramë me bazë hakmarrjen, që të bën për vete. Duhet parë. ",1
Version i realizuar dobët. Aventurat janë të thjeshtuara së tepërmi dhe nuk emocionojnë. ,0
"Skenar shumë interesant, megjithëse pak i besueshëm. Skenat aksion janë fantastike. ",1
"Ngjarjet e rëndësishme kalohen shpejt, ndërsa të rëndomtat jepen me hollësi. Çdo 30 minuta duket sikur po sheh një film tjetër. ",0
Film i shpifur qe nuk ia vlen. Nuk e rekomandoj. ,0
Film plerë. Aspak kimi midis personazheve. Skenar shumë i keq dhe efekte speciale të dobëta. ,0
Histori interesante që evokon antikitetin dhe mitet. Realizim i bukur që të tërheq. Muzika disi e dobët. ,1
Film që shfaq dhunë. Gjëja më e keqe është se dhuna jepet në funksion të argëtimit. ,0
"Edhe pse fundi është i njohur, interesi për ta parë filmin ngelet i lartë deri në fund. ",1
Portretizimi i Hitlerit është i shkëlqyer. Film me vlera që duhet parë nga të gjithë. ,1
Regjisori dhe aktorët të mrekullueshëm. ,1
Film i thjeshtë dhe i bukur. i përshtatshëm për të gjitha moshat. Histori interesante që të tërheq ta ndjekësh deri në fund. ,1
Film i mrekullueshëm që e kam parë sa e sa herë. E adhuroj!,1
"Çdo skenë është e parashikueshme, përfshirë dhe fundin. Film i gjatë dhe aspak interesant. ",0
Ky film më ka pëlqyer gjithnjë. E kam parë sa e sa herë.,1
"Duket më shumë si film për kalamaj, me efekte speciale që nuk bindin. Nuk tërheq dhe është humbje kohe. ",0
Një klasik i dramës dhe i horrorit. Aktrim i shkëlqyer dhe muzikë drithëruese.,1
Komedi e artë. Një nga më të mirat. Humor origjinal ,1
Film shumë i bukur me personazhe të realizuara mjeshtërisht. ,1
Ky film ka shumë pak për të pëqyer. ,0
Humbje kohe dhe parash. Teknologjia e përparuar dhe efektet grafike të bukura nuk kanë mjaftuar për të sjellë diçka me vlerë nga skenari. ,0
Zhgënyes në çdo aspekt. Nuk ia vlen. ,0
Të tërheq në një aventurë mahnitëse. Film që përcakton standardin e gjinisë fantashkencë,1
Komedi e shkëlqyer që ia vlen ta shihni me familjen. ,1
Film i pështirë. Nuk e pashë më tepër se 10 minuta. ,0
Ky film i qëndron kohës si më i dobëti i krijuar ndonjëherë. Kulmi i zhgënjimit,0
Ky film përçudnon mitologjinë dhe tallet me publikun. Shumë i dobët. Më pëlqyen vetëm efektet grafike. Edhe muzika disi e bukur. ,0
Zhgënjim i plotë. Aktrim i dobët dhe skenar qesharak. Mos humbisni kohë. ,0
Skenar i dobët dhe aktrim i keq. i vetmi personazh interesant u vra që në fillim. Nuk ia vlen. ,0
Ky film nuk është për fëmijë. Duhet të ndalohet!,0
Fundi është shumë prekës. Të bën të qash. Shumë emocional!,1
Mediokritet! Pa asnjë vlerë.,0
Aktrim dhe zhvillim interesant i personazheve. Të mbërthen kuriozitetin deri në fund. ,1
Film i keq me subjekt të sajuar dhe dialogje qesharake.,0
Ky film nuk ka asgjë të pëlqyeshme. Ka mangësi në çdo aspekt. ,0
Skenar i shkruar keq dhe aktrim i dobët i protagonistëve. Shumica e skenave janë klishe. ,0
Film i shkëlqyer aksion. Relizim i përkryer dhe aktrim i jashtëzakonshëm. Mos e humbisni. ,1
Film aksion i paharrueshëm. Një nga më të mirët. ,1
lumtur,1
